ACTIVITY,TIME,SL
2,16482.7,139928.0
0,8545.74,15570.0
5,4491.69,1211.52
4,5427.14,10894.2
3,13314.2,50806.6
4,7594.77,15816.3
4,19264.0,201709.0
3,11238.0,49663.9
3,4138.94,2283.54
0,6122.41,5990.0
4,10425.6,34081.6
3,13293.6,60574.0
3,5403.35,4160.77
5,8885.39,28819.3
3,10628.6,85757.0
3,17814.4,138602.0
5,9539.51,27329.6
5,8611.03,12406.8
4,7713.53,12856.0
0,8126.36,9666.0
4,11042.1,87477.6
2,12020.4,34032.7
4,7534.51,26392.3
3,15430.9,58913.7
4,14754.2,140673.0
3,9442.13,39214.4
3,20368.9,197069.0
5,9550.73,38136.2
3,11465.9,49902.6
3,15671.7,60249.6
3,9847.19,42272.1
3,8969.06,27175.1
0,14845.8,96236.0
0,18117.7,321659.0
3,8056.42,12048.1
0,11933.1,85997.0
4,18664.3,160416.0
4,7341.5,14418.2
5,8147.16,4826.52
3,5924.82,10390.8
2,8592.09,12194.8
2,8360.78,9647.58
3,9560.29,51703.2
3,10010.3,39038.3
4,11193.6,83718.5
4,21321.1,332611.0
2,5824.42,7636.09
5,9967.8,36667.8
5,6813.93,3815.31
1,6037.68,5071.38
0,5344.23,8501.0
2,8558.9,51059.4
4,9032.14,20775.5
0,10958.0,58475.0
3,12790.2,79039.2
2,6630.8,13256.9
4,13674.3,47627.6
5,7543.98,5149.65
2,20108.0,155221.0
2,15623.6,118500.0
3,14133.2,51541.0
4,5740.07,7064.65
2,18722.3,161716.0
3,11517.4,35354.1
3,22507.1,467390.0
2,12903.8,36770.0
3,22804.4,278528.0
5,7589.67,9418.79
3,6311.58,7412.65
0,6090.68,5415.0
4,8378.0,10996.3
1,3833.73,2158.67
4,13964.3,61103.9
4,10528.8,38104.5
3,21712.1,408341.0
4,10395.8,37844.0
4,8293.23,26234.3
1,2725.94,49.6585
0,21662.7,308310.0
0,26337.6,624569.0
4,16134.2,144946.0
3,21783.8,411533.0
4,9517.87,32863.7
2,11793.7,47955.7
4,6967.08,4054.19
0,6336.07,8226.0
4,9874.82,35661.5
4,14331.9,67587.9
4,9406.14,12412.9
4,9880.46,25574.3
3,9155.75,38995.5
1,5815.5,4914.62
2,6546.27,12131.5
2,8379.53,10353.8
3,10433.6,23629.9
2,3974.61,2209.46
0,10885.9,39042.0
3,8800.47,10552.6
3,6658.23,10494.6
3,10473.3,37594.8
0,14971.1,117128.0
2,7433.27,14034.3
4,9006.19,20601.6
4,20130.7,250425.0
3,9694.8,27239.1
2,4944.71,2773.49
4,22727.4,186768.0
2,19107.8,141148.0
4,5382.99,4101.8
0,9716.36,42871.0
3,5797.26,7251.56
0,22596.6,400524.0
3,12955.3,49950.3
4,9578.98,33367.2
0,14613.5,129639.0
5,12386.3,70842.1
4,11332.7,39330.7
5,8602.82,29175.4
3,5201.77,3477.88
5,9280.24,16571.2
5,8320.67,20510.6
5,6626.48,7418.07
0,13251.7,149712.0
3,15522.3,115720.0
4,16652.6,110747.0
0,15104.1,108060.0
5,3796.21,2200.94
3,10366.0,58205.2
0,8376.93,9162.0
0,11000.1,24396.4
2,4004.84,2182.14
0,25427.6,332920.0
0,13731.5,85350.0
4,24336.3,462358.0
5,7763.05,4526.3
1,5143.37,4426.41
0,14151.4,251266.0
5,10336.3,48318.0
4,16988.7,159410.0
0,13815.1,96031.0
5,9204.71,28023.9
4,6973.7,4033.78
3,4874.63,3906.89
3,9130.63,32402.2
0,16431.1,98686.0
4,9321.66,32962.2
3,4966.31,2915.7
2,4188.12,1883.24
4,10895.3,39041.8
5,9833.31,35252.2
2,7919.39,9507.1
4,16169.7,112219.0
3,8549.67,9615.71
4,21339.3,519015.0
3,9288.05,23072.6
5,9303.12,37696.1
0,9110.43,17086.0
5,8070.09,4767.73
2,11382.8,32234.5
1,2604.83,47.8229
4,5554.86,6240.64
4,14686.1,153157.0
4,25250.1,476462.0
4,9159.73,11782.6
0,10812.2,48647.0
0,6981.71,8698.0
3,10073.8,43811.6
2,15492.2,118247.0
4,5845.67,11118.5
5,12275.3,71889.5
1,2438.85,49.5409
5,22671.5,281963.0
4,8010.09,12921.6
4,6785.46,4835.43
2,15894.0,160766.0
4,10780.1,49884.7
2,5897.64,7590.15
2,5822.77,4134.34
4,14208.4,91552.3
5,8660.5,21603.5
1,2202.39,51.5656
4,10807.7,85930.7
3,9530.92,39006.4
4,11198.2,49408.6
4,9572.08,28111.6
0,17736.0,152573.0
3,15434.7,116943.0
3,6798.65,13585.2
3,6642.2,10329.0
4,13262.8,139244.0
3,8500.14,26989.7
3,14132.4,141457.0
2,12300.0,73588.2
4,7629.9,10949.9
2,5702.76,4130.16
2,5630.93,4165.8
3,12743.0,79273.9
4,10722.8,32916.3
2,5558.11,4289.09
0,8627.27,26055.0
4,9427.84,51542.0
2,8952.53,20263.2
3,9063.73,25889.3
4,13819.4,97675.7
3,9094.51,26834.1
0,8723.38,32780.0
2,11069.6,33728.8
0,5770.57,2674.0
0,12384.1,71084.0
5,8905.11,30382.6
3,14154.9,67058.4
2,4000.54,2166.77
3,7418.72,9309.47
0,16561.0,270663.0
3,23265.7,475825.0
0,3860.48,740.0
5,9328.32,37805.1
3,9759.87,52089.2
3,14395.6,51736.2
0,24286.7,364373.0
4,22098.9,515906.0
5,6751.12,6542.2
5,10012.4,39585.1
4,8328.39,52060.8
0,18747.4,251499.0
2,17449.5,137399.0
0,15479.7,216958.0
0,10844.1,38368.0
4,13093.5,79757.4
3,8146.2,37918.5
1,4021.0,2176.59
2,3875.65,1479.51
0,9807.82,29216.0
5,9063.36,11442.2
3,5231.5,3087.57
4,12414.3,101863.0
0,14924.3,362992.0
5,10977.3,51467.8
0,9730.09,22845.0
3,5221.26,3034.16
5,11562.6,60207.9
2,25149.9,476183.0
0,7990.73,10120.7
4,8992.93,11354.0
4,5551.53,1740.87
2,12429.3,73400.6
0,10900.6,28928.0
5,11033.5,31387.7
5,9792.35,30618.7
0,7291.1,6481.0
2,9243.61,20484.5
4,15644.0,110679.0
5,8931.22,17111.8
2,8343.2,12131.3
4,18703.3,160405.0
1,5388.32,5121.09
5,8702.26,38637.6
3,7470.13,14290.1
0,12096.9,45464.0
3,14362.6,54070.5
2,7091.8,13411.0
0,16838.9,378797.0
2,2577.49,63.6823
5,8892.21,29130.3
0,8664.57,34452.0
0,6665.57,10377.0
5,9211.75,29178.7
0,9768.74,22293.0
3,14912.9,141602.0
3,15372.2,169460.0
3,8581.08,13624.8
0,14401.3,133781.0
2,10462.4,37755.3
0,11709.8,75826.0
4,9158.8,11308.4
0,8169.53,2794.0
2,13465.2,51442.7
0,14965.5,110805.0
0,20782.5,378608.0
0,9575.7,27887.0
3,8483.97,12104.6
4,8789.91,11074.9
2,6721.45,4994.07
4,14086.5,52876.8
3,12357.5,33691.0
3,5498.18,3687.67
2,5565.11,7583.56
5,9922.32,36209.7
0,13924.8,180839.0
2,5070.76,2880.15
5,4666.7,4157.21
4,5255.34,4104.91
5,8852.32,28802.5
5,15702.5,111841.0
0,10896.1,34052.0
0,18143.5,97301.0
0,3747.51,1137.0
0,5090.71,3163.0
0,7676.15,4569.88
5,11167.5,51221.6
0,16155.2,105052.0
4,13090.9,46651.6
0,9481.96,37692.0
2,11796.9,73446.7
4,9185.62,13640.9
4,14533.9,101705.0
0,8240.24,17310.0
3,17033.2,110184.0
5,11063.2,51100.1
0,13014.8,50367.0
0,12813.9,75836.0
3,8631.6,16666.4
4,6980.57,4036.99
4,8565.25,37612.0
3,8302.28,12834.3
0,9761.2,34220.0
0,8283.25,14264.0
5,3749.37,2140.32
0,17043.6,136879.0
3,11026.7,38291.0
0,24689.5,279650.0
4,12205.8,88353.7
3,7330.73,14177.2
3,18344.8,160546.0
2,4282.38,4074.19
0,18752.0,167196.0
1,2713.77,49.8354
2,8540.49,11968.5
4,6018.89,7501.9
4,8706.65,13339.1
4,7050.64,4058.57
4,13110.5,76203.0
4,6991.88,4000.2
4,8549.2,11361.6
0,12179.1,65233.0
4,5332.45,4019.58
4,18484.9,162025.0
1,5683.31,4719.96
0,7850.92,14093.4
4,9114.04,28766.7
3,5029.14,2786.95
2,4268.98,2246.13
0,8485.82,15549.0
0,27488.0,918289.0
0,4582.77,3137.0
0,17479.7,130316.0
5,15319.0,77664.1
4,9441.76,26454.2
0,11364.7,151931.0
0,8255.31,20153.0
3,4216.26,1961.88
4,11018.8,39880.4
2,3907.87,1446.07
2,14727.5,115706.0
5,9496.04,38219.7
0,7959.39,24911.0
5,9025.98,27427.7
2,5021.28,3096.73
3,14557.5,141462.0
4,5889.59,11193.9
0,10603.5,28639.0
0,11990.8,28618.5
3,12672.9,46398.3
1,9047.27,17210.7
3,4789.95,3232.93
2,3758.89,1404.32
5,9116.15,37979.2
5,3721.29,2042.48
3,11215.6,79048.2
5,6904.04,5310.65
2,16781.3,143409.0
0,17902.4,117973.0
4,8147.38,12840.7
0,7078.13,10408.0
2,4153.22,2297.55
0,6765.94,10304.0
0,14153.2,117576.0
4,9660.23,21294.6
4,11152.3,43262.4
2,5660.8,7645.54
4,8406.64,4738.19
0,12841.1,73562.0
3,13467.4,75642.5
4,13833.4,91537.1
0,17237.8,195335.0
2,7079.33,5436.65
2,11734.0,73532.7
5,23159.3,280482.0
4,12015.8,37813.8
4,14096.1,143694.0
3,9257.81,36892.8
0,8662.92,14532.0
3,20672.5,251685.0
0,10031.4,39405.0
4,7187.85,4082.13
4,9934.15,26789.5
4,10907.1,57655.2
4,9315.6,31729.2
2,13830.3,141058.0
4,9564.82,32887.1
0,20334.3,136242.0
5,9213.62,37560.5
0,6060.64,5642.0
2,2301.8,51.8815
0,15391.2,223571.0
3,7907.76,9731.29
3,13526.3,51956.1
3,13694.3,90410.3
4,10169.0,32572.2
1,11223.1,68798.3
4,10200.8,34168.4
3,9295.56,27281.9
5,9311.74,28949.3
0,23119.4,418518.0
3,20403.0,197338.0
0,29566.5,673412.0
0,15509.3,219614.0
5,11612.3,48985.2
2,7842.73,9408.61
0,10533.6,39399.0
3,11907.7,78689.6
4,8619.61,13474.1
3,13560.4,117845.0
3,9389.9,52095.7
0,10725.7,35630.0
3,8894.41,12250.8
4,8913.55,20745.6
3,5904.58,9941.89
3,13053.7,53096.2
3,5194.28,3459.11
3,18577.3,160922.0
3,14590.7,50439.6
3,9892.31,17007.1
4,9708.57,27563.8
0,11511.5,88007.0
4,6948.31,8682.15
5,14030.9,78848.6
3,16104.0,122366.0
1,6101.47,4913.5
4,8892.79,20590.9
0,34514.9,1242860.0
0,4808.96,4806.0
3,24831.1,268329.0
0,11971.6,111162.0
3,9792.46,33109.2
0,10669.5,15164.0
3,8172.56,10236.6
3,14053.2,139556.0
4,10496.0,17643.2
4,4435.85,2782.25
0,11925.6,72178.0
3,12635.2,90676.4
2,5814.03,4243.12
5,7645.16,6796.8
0,6910.29,13650.0
4,16512.4,195641.0
2,4018.94,2191.37
3,12477.7,113386.0
4,8783.81,50394.6
3,10459.9,26966.0
0,7564.5,7627.0
5,9680.1,30163.9
0,4454.01,1399.0
5,12274.0,71561.0
4,8831.18,11432.2
0,21245.6,278356.0
3,17578.0,110814.0
4,9440.43,33273.9
0,3619.91,2399.0
0,13178.4,96392.0
2,11764.3,43710.6
0,11010.2,30151.0
4,12401.7,101856.0
4,16577.2,143215.0
4,10494.4,38959.8
3,6411.43,10238.9
1,10518.1,68491.6
4,15792.7,194197.0
2,5337.44,2971.52
1,9017.98,17485.2
2,6161.4,7373.75
2,7527.74,9186.88
4,24315.8,488119.0
0,13458.1,128005.0
4,9186.84,52233.1
3,7210.83,15829.1
0,26182.1,659751.0
3,12258.4,78527.8
3,13760.7,141937.0
0,9691.76,14793.0
0,10599.9,38298.0
3,3939.38,1930.02
3,11996.2,61105.0
2,5002.41,4234.55
4,9101.24,11546.1
5,12233.2,53072.3
3,3297.39,1274.88
0,4467.21,1369.0
4,9238.98,11717.2
0,14274.7,70276.0
0,7144.95,5179.73
0,13013.0,123693.0
3,8539.79,25475.6
0,20859.3,224605.0
1,5840.57,4757.93
2,3943.18,1470.1
3,24190.2,280121.0
3,16745.6,144394.0
4,5338.64,4385.53
0,7499.88,20869.0
4,13394.2,60238.6
0,18597.2,131156.0
4,9251.47,10649.9
4,25168.6,273970.0
0,8491.57,14231.0
0,11326.5,37324.0
4,12433.6,79718.1
3,9008.15,39045.4
0,7818.45,10731.0
4,10304.8,17885.9
0,10771.8,52569.0
3,8294.03,21168.9
0,7474.26,7338.0
5,8464.69,11620.9
0,13346.1,94766.0
4,8720.62,37780.9
3,4899.97,2853.85
3,10938.1,86618.9
0,12782.6,63943.0
4,18607.9,161879.0
3,10326.6,84462.7
2,3915.43,2164.03
3,11294.8,112600.0
2,2491.58,59.1342
0,7484.24,11864.0
4,5959.45,11032.3
4,9905.88,27555.1
5,7511.96,7494.53
0,11256.8,51030.0
4,11807.4,50078.6
3,18511.2,159861.0
5,13694.2,53010.0
5,9292.96,37924.6
3,9530.12,39866.8
0,36715.4,1350800.0
3,13764.3,82719.8
3,9667.71,17581.9
0,11511.7,64862.0
2,11507.2,114965.0
0,3891.56,889.0
5,8801.7,28756.4
3,4763.53,4049.31
3,19731.5,251716.0
3,8035.69,9669.82
3,9394.44,53151.2
5,7717.26,9450.01
0,18906.7,318641.0
4,12787.9,49620.8
0,11646.1,60230.0
2,10473.8,37914.0
0,10418.3,50387.0
3,6959.0,5258.18
0,9698.77,29895.0
0,8096.65,13960.0
5,4867.02,2995.51
0,10397.7,54941.0
4,9869.26,28573.1
5,7144.92,14067.4
5,21046.4,279261.0
3,6583.96,5140.85
4,9556.49,20762.8
3,3314.54,1355.73
3,14913.4,66609.0
0,7471.39,22485.0
5,9825.88,35257.4
3,23782.5,260814.0
1,10652.4,68791.3
0,7830.49,17284.0
0,10528.5,16169.0
4,9710.16,30554.4
5,9557.81,30526.4
4,10650.1,51458.5
3,12130.2,60640.1
4,9443.41,53391.5
2,7185.62,13961.7
1,5225.84,4231.68
0,9245.48,25719.0
0,21580.7,284392.0
2,3896.37,2119.65
4,9850.18,17099.7
4,14900.1,140512.0
3,7455.78,14692.4
3,18490.0,162616.0
4,16094.8,111929.0
2,3778.28,2128.17
0,7288.57,12383.9
3,9346.35,27429.7
4,9419.52,30924.8
0,9596.77,58559.0
3,8635.73,12035.6
0,15502.9,110327.0
3,25814.3,328900.0
0,13583.2,14562.0
4,21854.4,515572.0
4,7248.75,15522.2
3,15003.3,82164.1
2,3903.38,1451.2
0,10845.9,49735.0
5,8921.47,38391.2
4,9036.54,51735.0
2,3943.4,1449.97
0,12602.0,95222.0
0,13464.5,74290.0
3,11066.5,37732.1
5,8699.03,29192.2
0,12565.0,58077.0
4,9162.38,26158.7
3,11055.3,77773.1
4,8900.25,12235.9
3,13702.4,141961.0
0,9613.92,46675.0
0,8519.39,15694.0
0,39680.2,1282300.0
2,12499.9,18249.6
3,18115.1,161072.0
0,9634.52,47131.0
3,24677.3,469596.0
0,14909.4,112349.0
1,11392.9,67476.1
5,2290.93,57.272
4,11766.2,30892.7
0,10623.5,37823.0
0,5874.07,5150.82
0,8457.6,11464.0
5,12678.1,56642.7
3,25030.2,265310.0
3,9119.85,25326.5
4,7986.62,12876.8
2,4134.36,2174.1
3,9082.22,51979.8
3,2533.86,50.9638
4,4955.44,3712.59
0,7229.51,14921.0
0,4971.98,1961.0
0,14772.3,102492.0
0,9785.83,38084.0
0,6812.61,17280.0
4,7914.91,8834.93
0,9786.99,17278.0
0,9277.84,48316.0
0,15947.4,236801.0
4,10936.9,57399.9
0,13877.8,112508.0
3,23552.6,272344.0
0,10492.9,36874.0
0,6028.46,3836.0
3,18300.1,202098.0
0,7158.81,9436.53
5,23258.4,279876.0
3,14819.8,92578.6
0,7596.6,13151.0
2,5096.25,4218.55
0,12677.7,81331.0
2,7222.16,5442.5
3,20754.8,189756.0
2,2589.72,60.3042
3,21988.7,243998.0
1,2393.16,48.7374
2,21959.9,411044.0
0,10705.2,13875.0
0,6544.62,8594.0
3,16127.6,115420.0
4,5705.56,10981.6
0,18105.5,148703.0
2,7638.01,9045.68
4,9244.67,27571.5
0,8054.7,11737.0
3,5067.99,3097.37
4,11851.7,57414.9
4,8540.23,30322.8
2,12014.7,34527.2
2,8554.05,26969.4
3,22777.0,246796.0
0,12139.0,62968.0
5,11609.3,74723.5
4,9563.46,36510.5
4,5921.03,7071.89
5,8393.19,9915.42
2,5022.06,3502.19
4,9383.18,34358.9
3,13155.2,60447.3
5,7932.91,4738.13
3,2504.5,61.0779
2,15394.1,80500.7
3,13879.6,75789.2
4,23960.6,470805.0
3,12124.5,114642.0
5,9489.0,26856.9
0,8383.06,16050.0
5,12909.0,72500.6
5,7717.2,9346.92
1,2465.64,52.0134
4,8212.28,16607.3
2,4737.38,3853.97
3,6860.79,5251.06
2,6885.38,13281.1
0,15847.3,251160.0
2,18898.4,152912.0
4,22040.6,515924.0
0,6307.22,13558.0
2,8081.76,9476.5
3,8607.07,13597.7
0,8807.04,9267.0
0,11622.3,56288.0
0,13016.0,104152.0
2,7306.07,9254.36
4,5952.65,11399.3
5,9400.33,27038.6
5,11297.1,51660.9
3,13876.4,140984.0
0,5090.28,3447.0
5,12848.4,61794.6
0,13439.1,98370.0
0,14031.5,92434.0
3,12347.7,112679.0
0,11171.4,125214.0
2,16293.9,160485.0
1,5966.7,5150.34
0,13756.0,159514.0
3,16749.2,117320.0
4,14868.8,140849.0
5,13628.2,57465.0
4,7588.11,15908.3
5,7457.25,8623.55
3,18483.7,161081.0
2,5135.75,3452.59
0,10423.5,39854.0
2,4355.0,2254.61
0,13667.9,68134.0
3,10532.0,37933.1
2,10399.7,38399.2
3,8449.66,25370.1
0,5137.01,1902.0
2,11888.6,73966.8
2,20225.9,154149.0
0,9300.16,16363.0
0,16475.3,444024.0
4,8230.01,16224.5
0,11092.9,38314.0
4,22483.5,517269.0
1,2361.95,47.4192
0,9912.66,25946.0
1,5403.36,4895.89
4,11053.9,86512.4
0,10640.1,12755.0
0,15310.2,162594.0
4,24019.0,267863.0
4,9911.64,26221.9
2,6644.91,5334.93
2,5773.19,7520.67
5,6574.01,4066.81
2,12846.9,38460.9
0,4374.86,3051.46
4,6614.72,4084.65
3,11496.6,41065.5
3,8588.89,25222.1
4,6876.34,9197.98
0,17483.1,206184.0
0,8591.85,10272.3
0,8802.37,15243.0
3,16549.8,164117.0
2,4170.66,2242.18
3,12217.4,48798.0
0,6661.98,7738.0
3,13998.4,49625.2
0,6680.35,5217.0
2,5659.65,7578.22
0,10224.7,21614.0
4,8716.96,10783.7
2,4818.88,2977.5
3,9363.39,16649.4
4,23095.1,520140.0
4,6314.76,7822.57
0,28232.1,536954.0
1,4102.11,2244.96
0,10298.1,14995.0
0,13194.1,116609.0
3,7848.04,11676.9
2,2591.73,68.3841
5,7072.61,6533.79
5,3809.78,2233.91
3,14235.9,141789.0
3,16276.2,117450.0
0,17740.0,197414.0
5,13941.2,52620.3
0,9228.32,24034.0
2,18567.5,149157.0
0,9722.54,20965.0
5,9843.62,44042.4
5,11859.7,59268.0
0,22296.5,492812.0
3,12056.4,47934.3
0,21019.5,221333.0
4,7012.73,4073.76
0,8387.46,20518.0
5,7863.57,10072.7
3,12356.3,49270.4
4,6088.22,11084.4
0,16352.5,207560.0
4,22824.1,519114.0
4,18554.8,202206.0
3,5551.67,3240.1
4,13430.5,52301.4
4,24156.7,275497.0
4,9520.42,33279.2
0,5652.44,8801.0
3,7015.25,14179.0
3,8886.59,27440.2
3,8091.08,21099.8
0,19406.4,182632.0
0,14369.7,126702.0
2,3836.21,2141.5
3,4867.59,3155.36
5,5383.93,4704.55
2,11366.1,67682.1
0,9640.15,35265.0
3,4687.97,3112.53
1,2489.15,53.7777
0,11290.0,75283.0
4,10340.6,38910.0
0,18857.5,184122.0
0,9836.53,31619.0
1,2503.1,50.9661
2,3783.93,1386.32
0,20810.7,493202.0
0,5987.1,4194.31
4,13249.3,46138.5
4,5768.35,11034.4
0,12658.2,70928.0
3,13433.7,60938.3
3,4616.2,2006.36
4,8783.28,20599.0
4,13574.3,46634.6
0,6522.77,9105.0
0,10827.4,40715.0
4,7890.87,10194.2
3,12398.5,79107.7
0,16173.5,123701.0
0,9731.18,18757.0
2,2419.75,50.4988
2,22629.9,468809.0
0,9824.34,30055.0
5,9742.15,29868.8
3,9772.49,25463.0
4,26687.9,284011.0
3,12373.4,78399.9
0,11953.0,117388.0
2,5722.98,4132.52
5,9165.71,37875.8
4,11640.2,53555.1
3,13869.9,140912.0
3,18715.1,161535.0
0,7103.61,9871.0
2,4701.51,4170.53
1,5678.15,4731.15
4,10070.3,34678.3
4,18484.8,160373.0
1,11279.2,69023.6
0,26667.5,790260.0
3,7295.27,14122.6
2,12973.6,41007.3
0,6448.42,6740.0
2,22165.0,409678.0
4,7106.28,8451.87
3,15415.7,109520.0
2,3998.67,2173.81
3,4279.29,1911.47
0,9199.87,13300.0
3,8962.57,47328.0
2,7423.33,9576.31
2,6633.97,5000.77
3,3990.78,1411.09
5,5472.13,4676.8
1,11204.1,68350.9
4,5664.61,7100.77
2,20872.8,152016.0
3,11918.6,50367.1
5,9346.97,30181.7
5,11245.2,30313.1
2,5802.71,3489.84
5,8835.98,49441.9
4,4356.96,1349.37
5,4778.0,2731.29
5,9068.55,37808.5
4,5885.39,11047.8
4,8476.04,11956.1
2,5719.65,7567.36
0,24483.1,444592.0
3,12780.4,79834.2
4,7340.32,7715.43
2,5297.92,4196.8
0,7968.82,9104.0
4,10181.1,22366.9
2,15623.8,161191.0
4,8731.54,11302.5
0,6560.66,4315.0
2,3925.55,2201.96
4,10034.5,35151.5
4,9228.26,20939.9
0,8939.27,25457.0
3,9017.23,27496.9
4,8819.11,11437.6
2,6923.63,5388.46
2,5503.43,4438.66
3,6947.23,5266.6
3,15601.1,115382.0
0,7680.0,25458.0
0,23662.3,387048.0
0,9287.84,20078.9
4,9190.58,26667.0
0,12916.4,47101.0
2,12422.5,50417.3
0,18974.0,186253.0
4,13972.8,59982.5
0,20447.8,427339.0
5,9915.13,36431.6
0,13663.6,133475.0
2,12105.9,73486.4
4,13195.0,56114.7
4,22248.2,516186.0
0,12015.9,81386.0
5,8912.07,28837.1
0,7014.84,2633.0
3,5628.39,4251.28
4,7212.68,6850.53
4,9770.09,28340.7
2,7345.73,5778.38
0,8109.12,25831.0
0,23240.6,579178.0
0,10538.2,29944.0
5,8167.66,9694.82
3,13025.4,51269.9
2,12401.4,34205.8
5,10474.2,28055.3
3,6720.83,14173.0
4,13700.2,59988.2
3,7285.24,14231.8
3,13523.1,61215.1
2,5301.17,4413.37
3,14156.5,50900.4
2,15937.2,163781.0
0,24928.8,479151.0
2,9091.05,20221.2
0,10042.5,8922.0
2,10798.7,58340.0
0,11316.3,36358.0
2,7138.94,14072.5
0,11981.6,52241.0
2,5749.86,4126.49
1,2373.38,50.9566
4,9782.04,32985.5
2,3850.44,1455.4
2,6005.09,7623.57
4,20728.7,341190.0
4,9505.31,24501.2
0,6090.24,6965.0
0,17503.1,193829.0
5,5210.04,4687.09
3,8825.91,24770.9
0,6049.43,5195.0
4,4937.95,3238.14
0,6610.47,9009.0
4,5607.34,4282.43
0,18666.5,151825.0
3,13552.0,142597.0
3,8471.91,26052.9
2,8219.76,9258.36
5,8990.39,28472.4
0,7503.73,8545.0
0,20721.5,363348.0
3,25376.8,474498.0
0,16020.0,84493.0
2,10463.9,37923.0
4,5495.36,10964.1
3,6678.63,5315.5
2,5820.29,4137.34
4,9884.54,34615.5
2,9125.39,24000.5
0,13228.5,32191.0
4,17989.7,161017.0
4,13057.9,61014.0
2,11551.3,112982.0
5,16033.8,113458.0
2,3655.97,1384.73
0,10472.9,32039.0
0,19556.9,324534.0
3,6418.78,10267.3
2,20751.5,153557.0
2,4827.52,4073.09
0,16817.4,156763.0
0,22522.1,254052.0
0,20613.0,223537.0
0,23754.3,334898.0
2,9947.04,10429.3
3,15311.1,60411.5
4,8717.06,17280.9
4,25407.7,478807.0
0,20435.9,260889.0
3,8205.22,38906.3
2,7568.01,9421.08
5,9872.34,35132.1
0,11109.6,35082.0
4,8555.21,20379.7
4,8957.87,10936.1
3,13101.2,37654.8
4,5768.63,11022.7
0,7905.8,24105.0
3,25495.1,477157.0
4,5795.01,11079.8
3,8911.03,50628.2
3,21686.3,355374.0
2,5156.43,4260.97
0,32347.7,855945.0
3,15002.3,59999.9
5,10123.1,28546.0
0,13738.9,73284.0
2,17752.5,139747.0
4,13625.8,47374.2
2,6651.82,5194.62
3,13607.4,140599.0
3,9579.54,39916.1
0,7907.0,24931.0
0,20421.5,124223.0
4,5846.29,7223.7
0,6697.76,11760.5
4,11828.0,58300.2
3,9973.69,25899.1
4,11322.3,38216.8
5,9336.87,28806.1
0,9203.51,43233.9
0,9835.86,25163.0
4,11260.5,32608.9
3,19650.8,409670.0
1,5315.09,4678.63
3,7228.03,14064.4
0,6216.72,14839.0
3,13202.2,45646.3
2,3872.19,1405.26
3,18220.9,161028.0
2,9795.91,85764.7
4,7955.23,12902.0
0,10181.4,67471.0
1,4082.6,2198.79
2,3921.12,2164.91
3,10641.6,85781.4
2,5019.77,2942.71
4,9907.42,33646.9
3,13574.5,77027.1
0,8380.32,8352.0
3,10722.7,26917.0
4,10177.6,34501.6
3,5689.28,4043.64
5,9912.22,30524.7
2,8452.96,19944.0
0,7419.06,7846.0
2,8597.72,20219.8
0,8579.15,30651.0
4,6114.16,7455.81
0,9781.46,32730.0
2,9279.96,17515.0
0,12017.9,70093.0
3,9495.11,39294.8
2,8080.01,9608.98
3,14009.8,52035.9
5,7796.98,12090.2
0,10327.7,22985.0
2,6668.29,13663.3
4,9536.95,23149.6
2,21038.5,167559.0
3,6988.75,13873.4
4,6894.65,3987.26
2,16095.7,161045.0
4,9997.01,26455.6
4,13087.6,110938.0
0,9363.55,25343.0
3,12935.7,92081.7
5,8534.35,25859.7
4,12160.9,51721.2
0,22846.4,346933.0
4,9829.01,27490.3
3,15761.9,115343.0
0,10712.1,41421.0
2,11949.3,60335.7
0,6708.93,15223.0
3,14473.8,71465.3
3,16476.0,110964.0
5,7615.29,4697.98
5,12618.5,71783.7
2,9785.39,24307.5
1,2493.45,51.5672
0,10862.4,19732.0
4,7100.89,4042.96
0,9831.06,28886.0
2,2600.65,55.4455
3,9213.42,36760.9
3,4842.01,2932.41
0,10742.7,84631.0
4,7510.7,15705.7
2,8338.75,9758.55
4,12359.2,75932.6
0,8998.96,21480.0
0,12189.6,21179.0
3,9580.94,27205.0
0,5711.76,5745.53
0,8393.12,25818.0
3,7988.65,7777.21
5,16655.1,144890.0
3,5471.43,6939.25
5,7586.45,9278.47
5,12513.9,71245.4
2,10330.9,37778.5
3,7664.27,4860.93
5,17610.3,147003.0
3,9171.53,27512.3
0,11806.2,146406.0
3,11012.4,85560.7
0,24943.1,317341.0
1,2529.81,53.8114
3,7514.0,14337.3
2,8367.08,11980.5
4,9608.71,26219.8
5,12248.8,56353.5
4,9589.2,38057.5
5,14564.3,144413.0
0,16289.5,66247.0
2,5411.43,3049.48
3,6082.76,11692.2
3,11603.2,35463.5
4,10130.5,28282.0
4,10199.6,28817.3
0,14043.2,91950.0
0,10599.3,155312.0
4,9462.45,13659.5
4,21387.2,280692.0
3,11468.3,50121.3
5,25150.7,465864.0
4,7788.55,13028.3
3,9578.5,16687.0
0,5943.74,2988.0
5,10820.4,28955.3
2,5702.86,7629.35
3,16648.9,110914.0
0,12672.6,69793.0
2,24078.9,470144.0
2,6360.29,7525.81
3,9196.5,12365.1
0,25208.8,375931.0
0,17965.5,178950.0
4,5877.83,11514.7
2,12626.1,116108.0
4,6471.52,7174.76
0,12644.9,67357.0
3,12529.4,113441.0
4,12198.3,60627.2
2,7470.68,9558.45
